3282	2568
3282	4337
3282	1925
3282	2995
3282	1181
3282	2865
3282	2747
3282	3873
3282	1808
3282	1240
3282	2275
3282	2730
3282	3985
3282	3263
3282	3615
3282	4388
2661	1995
2661	2398
2170	4190
2657	270
1334	1528
1334	84
1334	4380
3137	4285
3674	2655
3674	23
3674	497
3674	888
3674	1675
3674	143
3674	3585
4519	2503
4519	74
4519	1107
4519	416
4519	4178
4519	2453
4519	199
4519	1043
1381	2531
4519	1315
4519	4412
4519	1811
4519	2655
4519	3073
4519	2819
4519	2373
4459	3784
4519	4459
4519	2554
4519	4518
4519	1217
4519	692
4519	4137
4519	773
4519	3377
4519	1984
4519	965
4519	4336
4519	11
4519	3094
3094	1263
4519	3935
4519	2058
4519	1290
1854	2748
4519	2469
4519	4084
4519	2347
1381	3381
4519	535
4519	2478
4519	497
4519	3443
4519	1208
4519	1220
4519	1239
4519	1997
4519	2153
4519	3874
4519	1709
4519	3815
4519	1660
4519	3948
4519	159
4519	1789
4519	4235
4519	2079
4519	3024
4519	1744
494	2776
4519	4139
4519	448
3822	2409
4519	3822
4519	1027
4519	1064
2863	2093
2658	2655
2658	2977
2658	2529
880	746
880	3135
880	2972
880	584
880	2694
880	684
880	2478
880	2683
880	23
880	497
880	2966
2093	4280
2093	497
2093	2016
2093	2985
2093	1111
2093	1821
2093	2529
3381	3121
2093	1311
2093	1752
630	2655
3898	2655
3898	535
3898	4235
3898	1744
3898	807
2270	2104
2270	2655
2271	3613
2271	497
4355	2029
3067	703
4355	1787
3322	2655
4400	3082
1187	2655
1187	2977
3855	607
3855	1030
1529	2655
3855	4280
3020	2655
316	3749
1812	2276
316	2655
316	2977
316	4235
316	530
4356	2655
2463	1468
2006	3010
2006	4193
2422	2478
730	717
2160	1092
2160	2986
183	2655
183	3816
493	2655
1796	1043
4404	1172
4404	1847
4404	3380
4404	73
4404	3403
4404	3894
4404	1600
4404	2329
4404	2985
4404	1111
4404	2529
4404	2075
4458	1399
2195	3763
2195	1399
4412	1111
2453	2977
2453	3169
2453	2478
2453	4235
2453	4222
2453	2529
3309	2694
3309	340
3309	2478
3309	1388
3309	3979
3381	3746
3309	2021
3309	4235
3309	1361
3309	3957
3309	3415
2132	1778
3527	286
695	2655
539	1752
539	1037
403	2655
403	2478
403	497
403	2530
2401	2520
2430	473
2430	1030
2430	2813
2430	2977
2430	331
2430	2478
2430	2313
2430	795
2676	13
2885	23
2676	3137
2676	4398
2676	3377
2676	2518
2676	1812
2676	2945
2676	2529
2676	2047
2676	1752
2676	2083
2219	1813
2219	2708
691	2655
4134	920
415	2655
415	4235
415	344
415	3269
2547	2655
2547	3891
2547	4235
4427	2478
3241	1477
4427	2529
4427	1752
770	2133
788	23
788	4235
2577	1635
2577	4161
2577	4371
2577	2121
1850	2716
2694	1026
2694	3380
2694	4322
4005	497
2892	2655
2892	3509
2892	4139
1567	2430
1567	2655
1567	839
508	2430
2472	873
4310	92
4310	2655
4310	2189
4310	490
4310	2584
254	327
2034	881
2201	2541
2201	2655
2201	3377
2201	3494
2201	2518
2201	2478
2201	497
2201	546
2201	4235
2201	3651
2201	1235
413	2694
413	2655
413	2737
413	4068
413	2478
413	1080
1773	1789
1773	4235
1773	807
1773	4357
1773	1111
2430	592
2430	1752
3602	1163
2430	4450
2430	3275
2430	782
2430	1127
4205	4004
2419	2655
2929	2655
2929	2654
2929	554
1168	3499
653	2694
653	2655
653	1664
653	3962
653	2529
653	294
4267	497
3381	1889
3381	1690
3381	3541
3381	2573
3381	283
3381	3247
3381	2518
3381	4090
3381	3049
3381	4470
490	1235
3381	33
3381	497
3381	2654
3381	256
3381	1789
3381	321
2004	2655
2004	1026
2004	1381
2004	2880
2004	2033
2712	2655
808	1816
4339	1924
4339	2655
1311	3542
1491	2655
3286	2503
4482	2655
4482	4235
3381	3309
3381	2093
3381	1575
3381	3749
3381	2133
3381	744
3381	2655
3381	1997
3381	2279
3381	2413
3381	4322
3657	2655
2004	2518
2004	23
2004	3052
2004	1812
2004	4235
2004	2529
589	2655
589	2977
589	2301
589	2703
589	2457
917	440
2129	4235
1205	3865
2332	3095
2332	2810
1301	2655
1301	23
1301	497
1301	4235
602	4235
1095	2655
1736	2655
1736	738
1736	1376
1078	2655
1078	23
1078	4235
1283	2444
2968	1725
1204	2655
1204	1975
1204	4169
1204	300
1137	4382
1137	1688
1137	2977
1137	3364
1137	2794
1217	609
1137	609
1217	1068
4436	1752
1137	905
1137	2518
1137	3052
1137	1226
1217	4031
1137	2799
1217	1020
1137	3647
1137	2818
1137	1735
1137	1020
1137	1969
1137	2811
1137	2223
1137	2529
1137	3989
1137	2298
1137	3173
1137	12
1137	883
1137	1718
1137	268
1137	2880
1137	2033
1137	2217
1137	550
2045	2655
2045	2243
2045	4398
2045	2977
2045	2478
2045	4280
2045	4235
2236	2977
2236	4213
2236	4235
1964	1773
1964	2231
3773	497
3773	2682
824	3163
824	2529
824	3585
3204	2655
3204	4235
2916	2369
2885	646
3944	2655
2956	2655
2956	1217
2956	23
370	3749
370	2655
370	2977
370	1299
3572	2478
2166	3287
2880	744
2166	4478
2166	2935
2166	3584
3763	2503
3763	2430
3763	2266
3763	3418
3763	3822
3763	1064
3763	3553
3763	1304
3397	807
2261	2985
3763	1936
2655	584
2655	15
2655	372
17	2478
1140	1773
2655	3437
2655	3131
2655	1171
2655	3890
2655	3145
2655	885
2655	4078
2655	4436
2655	3025
2655	1822
2655	1135
2655	1962
2655	3351
2655	3554
2655	3242
2655	73
2655	1744
2655	2346
2655	807
2655	1670
2655	1111
2655	3845
2655	3688
2655	2252
2655	910
2655	703
2655	1752
2655	2904
2655	1447
2655	2614
1162	2529
2655	2663
1619	213
2655	1936
2655	189
2655	2002
1433	2655
1433	2454
1433	79
1433	795
1433	1144
1433	2618
792	2655
1071	4459
1071	2702
1071	374
1071	4047
1071	497
1071	1412
1729	2655
1071	267
2286	2478
1051	1381
1051	2212
1051	2276
1051	1217
1051	2053
1051	1830
1051	924
1051	1599
1051	3364
1051	3676
1051	2529
3231	23
3231	795
3231	4131
3231	2263
3561	2518
3561	2529
2993	2263
536	2655
580	2448
580	2201
580	807
580	2529
4046	240
4046	873
2095	1030
4279	2478
4279	23
953	2529
1559	1858
1559	827
1559	4299
1559	3003
1559	29
296	139
3377	2478
296	2478
296	23
296	1505
296	497
296	703
296	1697
2349	4235
2174	1690
2552	807
4382	1172
3516	1434
3516	2655
3516	4440
3516	4229
3516	1181
3516	3269
3516	397
236	584
236	2694
236	2677
3377	1690
236	2478
236	3002
3826	3749
3826	4416
3826	4047
2677	1111
3826	3377
3826	822
1854	4183
3826	2966
3826	3962
3826	3288
1268	4235
3444	2655
3444	2518
3444	4235
3444	93
118	2655
3282	2503
3282	1511
3282	3261
3282	205
3282	3847
3282	1107
3282	4503
3282	3616
1576	2655
3900	2655
3900	497
3900	2297
3900	4235
64	4235
3997	534
3997	282
1066	2059
1066	3639
1066	455
1066	1611
1066	240
1066	859
1066	690
1066	3123
1066	3250
1066	3208
1066	3823
4358	4138
1613	340
1613	2156
1613	1030
1613	2977
1613	3644
1613	2478
3282	2500
3282	2994
3282	4192
4465	2977
2425	2655
2425	497
1325	278
1325	1026
1325	23
1325	4235
1325	3501
1776	1773
1776	2655
1776	1112
3784	3173
1776	611
1776	652
1776	2554
1776	2266
3222	3503
1776	3469
1776	2478
1776	1789
1776	4235
1776	807
1776	2529
1057	2655
1057	578
1057	497
278	50
278	2694
278	1773
278	2655
278	2339
278	405
2972	1711
2972	2263
2972	2618
2972	3873
1073	2531
2972	3764
2972	2279
2972	3610
2972	4228
2972	3585
2972	969
2972	28
1401	2655
2943	1602
2943	681
3110	545
1492	2655
1492	1041
1492	126
723	4235
3566	3418
3566	3026
3566	497
1793	4204
1793	1010
1793	2472
2060	2681
1793	1026
1793	2655
1793	1611
1793	4235
1793	3945
1793	3501
3917	2694
3917	4280
3126	2655
4519	3222
4519	2392
4519	584
2028	1242
4519	1953
3712	2518
3712	2444
1817	2655
2392	2529
3649	3811
2694	1617
82	1597
2694	3345
2694	4472
2694	2156
2694	3512
2694	1030
2276	4336
2694	1872
2694	1599
2694	3042
2694	3782
1381	3366
2694	4211
3310	3377
953	873
3784	4497
2694	139
2028	2985
2694	2478
2694	4470
2694	1664
2694	3555
2694	4430
2694	1981
2694	756
2694	1122
2694	795
2694	2966
2694	4022
2694	2529
2694	3688
2694	2501
2694	3501
3044	807
2694	1752
1026	591
1026	2352
1026	3315
1026	143
3678	2529
3678	3501
3678	1752
1010	1170
1010	1609
4421	1910
4421	1371
4421	1990
4421	2179
1854	2127
1854	3784
1854	3170
981	4235
1854	4416
1619	3049
1854	3293
692	2156
1854	2194
1854	1030
1854	3582
1854	1632
1236	3094
2208	3838
1854	1290
1854	1690
1854	4211
1854	4090
1854	2478
1854	4168
3345	710
1854	3750
1854	4280
1854	1981
1854	744
2233	873
2028	1657
1854	2588
3592	2655
2885	1435
1854	73
1854	4235
1854	807
1854	1111
1854	4476
1854	2529
1854	4035
950	1512
3822	3011
1854	703
1891	2518
1891	23
1891	2444
2315	2655
3222	1263
3222	2977
3749	139
3222	1106
3222	2347
3222	3169
2276	1859
3222	2518
3222	4090
3222	2478
3222	3740
3222	3026
3222	497
3222	256
2811	1100
3222	1816
3222	744
3222	3962
1315	4484
3222	2005
200	2478
200	4280
1217	2664
200	1981
2993	4235
333	2655
200	4307
3070	853
200	3647
1137	1597
200	2588
200	1997
200	2637
200	3380
200	2234
2276	2796
200	1609
200	1752
1257	2892
1257	1491
1257	1964
1257	2655
1257	338
1257	3831
1257	2949
1257	497
1257	3324
1257	4139
1257	2825
999	2694
999	508
999	4465
999	2655
999	2554
999	2276
999	3387
999	497
999	3978
999	1789
1444	2655
263	3962
101	2655
2932	2655
2932	28
453	2655
414	2655
414	818
414	1807
414	3509
414	4139
414	121
414	2485
414	3870
414	1787
2648	2441
3771	497
2010	497
61	4235
4056	1162
617	4497
3146	4303
3611	1448
3297	2655
3297	4235
3404	296
3404	4280
3404	1239
3404	2529
3404	4183
4020	3400
4020	2478
4020	3443
4020	4308
2926	2655
2977	4280
2060	3703
1102	2845
1102	4512
4139	2071
2491	2453
2491	1218
2491	2655
2491	1052
2491	3368
2491	534
2491	578
2491	4440
2491	497
2491	2041
344	1891
2491	953
2491	4087
2491	4182
2491	2035
2491	3096
2491	3517
2491	709
3982	2694
3982	3281
3982	1137
3982	2977
3982	2478
3982	4235
3982	3611
3982	204
1614	2694
1614	3749
1614	296
1614	2655
1614	2266
1614	2096
1614	535
1614	2518
1614	2478
1614	497
1614	4235
1614	2946
2677	807
2677	1609
3938	3381
3938	2655
3938	3400
3938	2977
3938	23
3938	4235
3938	3844
4158	4140
2531	584
1171	2985
3345	953
1236	2655
2531	2794
2233	2520
2531	139
2531	497
2531	795
1051	2298
2531	2985
2531	2529
2531	703
455	1778
455	2655
455	1630
455	3428
455	2716
455	1995
455	2398
455	2057
455	2681
455	1886
455	3897
455	873
455	4138
455	1683
4072	2655
4072	2643
870	2655
870	2529
1047	1773
1047	2655
2314	3281
1718	584
2314	4090
2314	2529
2314	3694
154	2374
154	4047
154	2478
154	4333
154	2291
2964	2941
2119	2655
1750	3073
1750	2266
4152	2478
1750	2518
1750	2478
1750	23
1750	497
1750	1404
1750	1228
1243	2694
1750	1064
1750	2911
2857	1840
1750	1764
1750	3058
2921	4423
925	2694
925	2529
3878	3377
3684	1091
4043	2694
4043	2655
4043	474
3290	246
444	2812
3767	2399
3767	442
2694	3992
1137	3709
2276	2430
2694	1936
2768	2529
2694	321
2163	4280
1435	2529
447	3585
3282	745
1477	2655
3282	554
3282	3787
915	126
3282	4523
3282	3634
3282	1618
3282	2224
3282	4182
3282	1675
3282	2753
3282	143
3282	1279
3282	3764
3282	4104
3282	2279
3282	2736
3282	1040
3282	4378
3282	2614
3282	2915
2905	4235
3282	2265
3282	2083
3282	3473
3282	1688
3282	4088
3282	133
3282	3775
3282	3017
3282	3585
2018	951
1043	2655
3282	397
3282	969
3282	2033
3282	1552
3282	2718
3282	321
1414	3585
425	2843
425	3219
425	3836
425	2901
425	4232
425	2102
2170	1274
2170	1600
1773	3010
2170	953
2170	1617
129	2946
2170	3781
1775	2655
2170	591
2170	1752
2170	3634
2170	321
401	2655
401	4235
3574	497
4428	2001
4428	1546
490	1107
4428	1781
2044	2503
2044	2655
2044	2373
915	23
653	2878
2044	3094
2044	4399
2044	4235
2044	807
2044	400
2044	3634
2044	3102
844	623
844	873
1420	4235
1728	2655
632	2430
632	2655
632	1744
